age,gender,height_cm,weight_kg,bmi,bmi_category,fitness_goal,workout_experience,activity_level,equipment_available,equipment_count,has_gym_access,workout_days_per_week,diet_preference,target_split
19,male,171.5,86.5,29.4,overweight,weight_loss,beginner,sedentary,full_gym,1,True,5,non_vegetarian,full_body
32,male,182.8,72.7,21.8,normal,weight_loss,intermediate,very_active,pull_up_bar,1,False,4,vegetarian,home_bodyweight
33,male,168.1,62.4,22.1,normal,muscle_gain,intermediate,moderately_active,full_gym,1,True,3,non_vegetarian,push_pull_legs
25,male,177.6,68.4,21.7,normal,general_fitness,beginner,sedentary,dumbbells,1,False,3,non_vegetarian,full_body
29,male,167.4,75.3,26.9,overweight,weight_loss,intermediate,lightly_active,none,1,False,7,non_vegetarian,home_bodyweight
26,female,166.6,57.4,20.7,normal,weight_loss,intermediate,lightly_active,resistance_bands,1,False,5,non_vegetarian,home_bodyweight
33,male,179.8,70.7,21.9,normal,muscle_gain,advanced,very_active,dumbbells,1,False,2,non_vegetarian,full_body
32,female,166.7,82.8,29.8,overweight,weight_loss,advanced,moderately_active,"dumbbells,resistance_bands",2,False,6,vegetarian,push_pull_legs
40,female,166.8,55.9,20.1,normal,weight_loss,beginner,lightly_active,none,1,False,4,non_vegetarian,home_bodyweight
23,female,163.3,66.2,24.8,normal,weight_loss,intermediate,sedentary,"dumbbells,pull_up_bar",2,False,6,non_vegetarian,push_pull_legs
36,other,164.5,49.5,18.3,underweight,general_fitness,intermediate,moderately_active,dumbbells,1,False,3,vegan,push_pull_legs
16,female,153.3,64.9,27.6,overweight,general_fitness,intermediate,very_active,full_gym,1,True,2,vegetarian,full_body
31,female,158.2,73.4,29.3,overweight,muscle_gain,beginner,moderately_active,full_gym,1,True,3,non_vegetarian,push_pull_legs
17,male,179.1,74.5,23.2,normal,muscle_gain,intermediate,extra_active,none,1,False,6,non_vegetarian,home_bodyweight
31,female,155.1,56.5,23.5,normal,muscle_gain,beginner,lightly_active,full_gym,1,True,6,vegan,push_pull_legs
26,male,174.0,52.8,17.4,underweight,muscle_gain,intermediate,sedentary,none,1,False,6,non_vegetarian,home_bodyweight
25,male,166.0,50.2,18.2,underweight,weight_loss,intermediate,moderately_active,dumbbells,1,False,3,vegan,full_body
45,female,161.7,71.3,27.3,overweight,weight_loss,advanced,sedentary,none,1,False,4,non_vegetarian,home_bodyweight
53,male,170.0,62.0,21.5,normal,general_fitness,intermediate,very_active,none,1,False,5,vegan,home_bodyweight
27,female,150.2,69.5,30.8,obese,muscle_gain,beginner,sedentary,none,1,False,6,vegetarian,home_bodyweight
26,male,164.7,82.8,30.5,obese,general_fitness,beginner,lightly_active,full_gym,1,True,2,non_vegetarian,full_body
44,female,160.0,61.1,23.9,normal,weight_loss,intermediate,sedentary,full_gym,1,True,3,vegan,full_body
39,male,163.3,77.7,29.1,overweight,general_fitness,intermediate,very_active,full_gym,1,True,1,vegetarian,full_body
16,male,181.5,103.3,31.4,obese,weight_loss,advanced,moderately_active,full_gym,1,True,4,vegetarian,upper_lower_strength
33,male,177.7,75.9,24.0,normal,muscle_gain,intermediate,lightly_active,full_gym,1,True,4,non_vegetarian,upper_lower
28,male,172.9,98.3,32.9,obese,general_fitness,beginner,very_active,none,1,False,5,vegetarian,home_bodyweight
28,female,163.2,69.0,25.9,overweight,general_fitness,intermediate,moderately_active,"dumbbells,pull_up_bar",2,False,4,non_vegetarian,upper_lower
37,male,174.4,82.3,27.1,overweight,weight_loss,beginner,lightly_active,resistance_bands,1,False,4,non_vegetarian,home_bodyweight
27,female,171.7,100.6,34.1,obese,weight_loss,intermediate,lightly_active,dumbbells,1,False,6,vegan,push_pull_legs
18,male,162.1,76.6,29.2,overweight,muscle_gain,intermediate,lightly_active,none,1,False,1,vegetarian,home_bodyweight
25,female,160.8,71.6,27.7,overweight,weight_loss,intermediate,moderately_active,none,1,False,7,non_vegetarian,home_bodyweight
30,female,163.4,61.2,22.9,normal,muscle_gain,intermediate,lightly_active,none,1,False,4,vegetarian,home_bodyweight
38,female,157.8,74.0,29.7,overweight,weight_loss,advanced,very_active,none,1,False,7,non_vegetarian,home_bodyweight
21,female,167.3,91.2,32.6,obese,general_fitness,beginner,moderately_active,resistance_bands,1,False,3,non_vegetarian,home_bodyweight
27,male,176.9,79.9,25.5,overweight,general_fitness,beginner,moderately_active,dumbbells,1,False,4,non_vegetarian,home_bodyweight
17,female,157.2,60.9,24.6,normal,weight_loss,beginner,sedentary,dumbbells,1,False,2,non_vegetarian,full_body
36,male,183.5,70.3,20.9,normal,general_fitness,beginner,sedentary,"dumbbells,resistance_bands",2,False,4,non_vegetarian,home_bodyweight
29,female,178.6,73.1,22.9,normal,weight_loss,intermediate,very_active,none,1,False,2,vegetarian,home_bodyweight
46,male,161.1,79.4,30.6,obese,general_fitness,beginner,sedentary,"dumbbells,barbell",2,False,4,vegetarian,home_bodyweight
16,female,164.1,69.8,25.9,overweight,maintenance,beginner,lightly_active,full_gym,1,True,4,vegetarian,upper_lower
35,male,174.3,102.7,33.8,obese,general_fitness,beginner,moderately_active,none,1,False,4,non_vegetarian,home_bodyweight
32,female,164.4,80.9,29.9,overweight,muscle_gain,beginner,sedentary,resistance_bands,1,False,6,non_vegetarian,home_bodyweight
17,female,161.4,60.3,23.1,normal,general_fitness,intermediate,moderately_active,none,1,False,4,vegetarian,home_bodyweight
17,female,155.3,72.0,29.9,overweight,weight_loss,beginner,lightly_active,"dumbbells,resistance_bands",2,False,4,vegetarian,home_bodyweight
26,female,159.4,61.1,24.0,normal,muscle_gain,beginner,lightly_active,none,1,False,5,vegetarian,home_bodyweight
16,male,172.4,75.5,25.4,overweight,general_fitness,beginner,moderately_active,full_gym,1,True,4,vegetarian,home_bodyweight
16,female,162.3,63.2,24.0,normal,general_fitness,beginner,sedentary,"dumbbells,barbell",2,False,6,vegan,push_pull_legs
20,male,176.6,79.5,25.5,overweight,weight_loss,beginner,very_active,none,1,False,3,vegetarian,home_bodyweight
47,female,165.9,61.1,22.2,normal,general_fitness,beginner,sedentary,full_gym,1,True,2,non_vegetarian,full_body
26,female,160.6,54.0,20.9,normal,muscle_gain,beginner,sedentary,dumbbells,1,False,4,vegetarian,upper_lower
26,female,168.0,75.3,26.7,overweight,general_fitness,advanced,moderately_active,"dumbbells,barbell",2,False,6,non_vegetarian,push_pull_legs
20,female,163.9,84.1,31.3,obese,general_fitness,beginner,very_active,"dumbbells,barbell",2,False,3,vegan,full_body
42,female,163.4,79.7,29.9,overweight,maintenance,advanced,sedentary,full_gym,1,True,4,vegetarian,upper_lower
47,female,165.0,65.1,23.9,normal,weight_loss,beginner,moderately_active,none,1,False,3,non_vegetarian,home_bodyweight
17,male,183.1,106.9,31.9,obese,muscle_gain,beginner,sedentary,"dumbbells,barbell",2,False,4,non_vegetarian,upper_lower
20,male,177.1,95.0,30.3,obese,weight_loss,intermediate,moderately_active,"dumbbells,barbell",2,False,3,non_vegetarian,full_body
29,female,163.9,101.2,37.7,obese,muscle_gain,beginner,moderately_active,none,1,False,4,non_vegetarian,home_bodyweight
17,male,169.0,100.7,35.3,obese,muscle_gain,beginner,lightly_active,none,1,False,4,vegetarian,home_bodyweight
24,male,191.2,71.0,19.4,normal,weight_loss,beginner,lightly_active,none,1,False,3,non_vegetarian,home_bodyweight
18,male,176.0,84.0,27.1,overweight,muscle_gain,intermediate,lightly_active,pull_up_bar,1,False,6,non_vegetarian,home_bodyweight
39,male,172.7,71.0,23.8,normal,general_fitness,beginner,lightly_active,full_gym,1,True,3,non_vegetarian,full_body
45,female,165.5,66.1,24.1,normal,general_fitness,beginner,lightly_active,none,1,False,3,non_vegetarian,home_bodyweight
27,female,164.1,62.4,23.2,normal,weight_loss,intermediate,moderately_active,"dumbbells,resistance_bands",2,False,6,non_vegetarian,push_pull_legs
23,male,186.2,91.3,26.3,overweight,weight_loss,advanced,sedentary,none,1,False,2,non_vegetarian,home_bodyweight
29,male,173.4,74.4,24.7,normal,general_fitness,beginner,lightly_active,none,1,False,4,non_vegetarian,home_bodyweight
31,male,168.0,78.6,27.8,overweight,general_fitness,advanced,very_active,none,1,False,5,non_vegetarian,home_bodyweight
17,female,160.5,61.1,23.7,normal,muscle_gain,beginner,sedentary,pull_up_bar,1,False,3,non_vegetarian,home_bodyweight
27,male,169.8,45.4,15.7,underweight,general_fitness,beginner,very_active,none,1,False,4,non_vegetarian,home_bodyweight
39,male,178.6,66.1,20.7,normal,maintenance,advanced,extra_active,pull_up_bar,1,False,5,vegetarian,home_bodyweight
29,female,172.5,72.6,24.4,normal,general_fitness,beginner,sedentary,"dumbbells,pull_up_bar",2,False,5,vegetarian,full_body
32,female,166.4,79.8,28.8,overweight,maintenance,beginner,moderately_active,dumbbells,1,False,3,vegetarian,full_body
48,female,154.4,57.5,24.1,normal,weight_loss,beginner,lightly_active,"dumbbells,resistance_bands",2,False,4,vegetarian,home_bodyweight
17,female,155.0,56.0,23.3,normal,weight_loss,intermediate,moderately_active,none,1,False,5,non_vegetarian,home_bodyweight
24,male,162.7,51.2,19.3,normal,general_fitness,beginner,extra_active,none,1,False,1,vegetarian,home_bodyweight
26,female,164.1,62.0,23.0,normal,muscle_gain,beginner,sedentary,dumbbells,1,False,3,non_vegetarian,push_pull_legs
31,female,163.9,58.2,21.7,normal,weight_loss,beginner,sedentary,full_gym,1,True,4,vegan,home_bodyweight
16,female,166.5,82.1,29.6,overweight,general_fitness,beginner,moderately_active,none,1,False,1,non_vegetarian,home_bodyweight
31,female,153.3,75.4,32.1,obese,muscle_gain,intermediate,lightly_active,dumbbells,1,False,6,non_vegetarian,push_pull_legs
19,female,158.7,45.9,18.2,underweight,maintenance,beginner,very_active,none,1,False,3,non_vegetarian,home_bodyweight
20,female,149.5,55.4,24.8,normal,general_fitness,beginner,moderately_active,none,1,False,3,vegetarian,home_bodyweight
26,male,177.1,73.8,23.5,normal,weight_loss,beginner,lightly_active,full_gym,1,True,5,vegetarian,full_body
32,female,160.3,53.5,20.8,normal,weight_loss,intermediate,sedentary,"dumbbells,barbell",2,False,4,non_vegetarian,upper_lower
40,female,158.4,66.9,26.7,overweight,muscle_gain,beginner,lightly_active,none,1,False,4,non_vegetarian,home_bodyweight
28,male,177.0,64.0,20.4,normal,weight_loss,intermediate,very_active,dumbbells,1,False,6,vegan,push_pull_legs
20,male,169.1,73.3,25.6,overweight,muscle_gain,beginner,very_active,dumbbells,1,False,7,non_vegetarian,home_bodyweight
32,female,162.2,78.2,29.7,overweight,muscle_gain,beginner,moderately_active,full_gym,1,True,2,non_vegetarian,full_body
40,female,159.7,67.3,26.4,overweight,muscle_gain,beginner,moderately_active,"dumbbells,pull_up_bar",2,False,4,non_vegetarian,upper_lower
33,female,159.8,71.5,28.0,overweight,weight_loss,intermediate,lightly_active,none,1,False,5,non_vegetarian,home_bodyweight
24,male,174.8,79.7,26.1,overweight,weight_loss,intermediate,lightly_active,none,1,False,6,vegetarian,home_bodyweight
20,female,150.9,54.9,24.1,normal,muscle_gain,beginner,very_active,full_gym,1,True,5,vegetarian,push_pull_legs
57,male,176.9,100.4,32.1,obese,muscle_gain,intermediate,sedentary,full_gym,1,True,3,non_vegetarian,push_pull_legs
29,female,161.4,63.6,24.4,normal,general_fitness,beginner,sedentary,full_gym,1,True,5,non_vegetarian,full_body
25,male,187.6,93.5,26.6,overweight,general_fitness,intermediate,lightly_active,dumbbells,1,False,4,non_vegetarian,upper_lower
34,female,168.7,56.1,19.7,normal,general_fitness,beginner,lightly_active,full_gym,1,True,5,non_vegetarian,full_body
36,male,177.8,103.6,32.8,obese,muscle_gain,beginner,extra_active,full_gym,1,True,4,vegetarian,upper_lower
25,male,176.3,95.3,30.7,obese,general_fitness,intermediate,moderately_active,full_gym,1,True,4,non_vegetarian,upper_lower
25,female,164.2,68.9,25.6,overweight,muscle_gain,beginner,lightly_active,"dumbbells,barbell",2,False,4,vegetarian,upper_lower
41,female,176.6,95.2,30.5,obese,muscle_gain,intermediate,sedentary,"dumbbells,resistance_bands",2,False,3,non_vegetarian,push_pull_legs
16,female,164.6,50.9,18.8,normal,muscle_gain,beginner,extra_active,none,1,False,2,vegetarian,home_bodyweight
39,male,167.6,59.5,21.2,normal,weight_loss,intermediate,very_active,pull_up_bar,1,False,6,vegetarian,home_bodyweight
30,male,174.8,87.2,28.5,overweight,general_fitness,intermediate,moderately_active,"dumbbells,pull_up_bar",2,False,5,non_vegetarian,push_pull_legs
16,female,172.2,56.1,18.9,normal,maintenance,beginner,moderately_active,"dumbbells,resistance_bands",2,False,5,vegetarian,upper_lower
44,male,174.6,92.5,30.3,obese,muscle_gain,intermediate,moderately_active,none,1,False,7,vegetarian,home_bodyweight
32,female,157.5,61.6,24.8,normal,general_fitness,intermediate,very_active,dumbbells,1,False,2,vegetarian,full_body
22,female,162.5,70.1,26.5,overweight,muscle_gain,intermediate,lightly_active,none,1,False,4,vegetarian,home_bodyweight
22,female,160.9,58.4,22.6,normal,general_fitness,beginner,lightly_active,resistance_bands,1,False,5,vegetarian,home_bodyweight
30,male,184.3,54.6,16.1,underweight,general_fitness,beginner,moderately_active,none,1,False,2,vegetarian,home_bodyweight
16,male,185.3,75.0,21.8,normal,muscle_gain,advanced,moderately_active,full_gym,1,True,1,vegan,full_body
19,male,188.8,116.7,32.7,obese,weight_loss,beginner,lightly_active,full_gym,1,True,3,non_vegetarian,full_body
17,male,180.9,91.8,28.1,overweight,weight_loss,beginner,very_active,dumbbells,1,False,6,non_vegetarian,home_bodyweight
18,female,171.8,68.0,23.0,normal,general_fitness,beginner,moderately_active,pull_up_bar,1,False,3,vegan,home_bodyweight
29,male,164.6,56.9,21.0,normal,maintenance,beginner,sedentary,none,1,False,4,vegan,home_bodyweight
16,female,156.4,57.8,23.6,normal,weight_loss,beginner,sedentary,none,1,False,4,non_vegetarian,home_bodyweight
27,male,167.4,78.4,28.0,overweight,maintenance,beginner,lightly_active,none,1,False,3,vegan,home_bodyweight
34,female,162.9,73.2,27.6,overweight,weight_loss,intermediate,lightly_active,none,1,False,4,non_vegetarian,home_bodyweight
21,female,161.5,59.7,22.9,normal,muscle_gain,intermediate,lightly_active,resistance_bands,1,False,6,non_vegetarian,home_bodyweight
46,female,179.1,92.8,28.9,overweight,weight_loss,intermediate,very_active,full_gym,1,True,4,vegetarian,upper_lower
16,male,172.1,61.4,20.7,normal,muscle_gain,beginner,lightly_active,none,1,False,3,vegetarian,home_bodyweight
40,female,171.4,65.2,22.2,normal,general_fitness,beginner,lightly_active,none,1,False,3,non_vegetarian,home_bodyweight
26,female,150.1,69.9,31.0,obese,weight_loss,intermediate,sedentary,none,1,False,3,vegetarian,home_bodyweight
17,female,154.1,77.9,32.8,obese,muscle_gain,beginner,lightly_active,"dumbbells,resistance_bands",2,False,5,vegetarian,push_pull_legs
45,female,157.1,78.5,31.8,obese,weight_loss,intermediate,moderately_active,resistance_bands,1,False,4,non_vegetarian,home_bodyweight
30,female,151.0,51.4,22.5,normal,weight_loss,beginner,moderately_active,full_gym,1,True,3,vegetarian,full_body
25,female,166.4,58.4,21.1,normal,muscle_gain,advanced,sedentary,none,1,False,2,non_vegetarian,home_bodyweight
25,female,160.1,71.3,27.8,overweight,muscle_gain,beginner,lightly_active,none,1,False,3,non_vegetarian,home_bodyweight
27,male,171.9,94.3,31.9,obese,general_fitness,intermediate,lightly_active,dumbbells,1,False,6,vegetarian,push_pull_legs
28,male,173.3,78.8,26.2,overweight,weight_loss,beginner,very_active,none,1,False,3,non_vegetarian,home_bodyweight
24,male,171.9,75.8,25.7,overweight,maintenance,beginner,lightly_active,none,1,False,6,non_vegetarian,home_bodyweight
25,female,153.5,45.7,19.4,normal,weight_loss,intermediate,moderately_active,none,1,False,3,non_vegetarian,home_bodyweight
21,female,174.4,69.2,22.8,normal,weight_loss,intermediate,lightly_active,none,1,False,5,non_vegetarian,home_bodyweight
27,male,179.4,74.2,23.1,normal,maintenance,intermediate,very_active,full_gym,1,True,6,non_vegetarian,push_pull_legs
16,female,157.9,62.6,25.1,overweight,muscle_gain,intermediate,lightly_active,full_gym,1,True,5,vegetarian,push_pull_legs
24,male,176.9,90.4,28.9,overweight,muscle_gain,intermediate,lightly_active,none,1,False,5,non_vegetarian,home_bodyweight
46,female,165.0,52.6,19.3,normal,muscle_gain,advanced,lightly_active,none,1,False,7,vegan,home_bodyweight
21,female,151.8,54.6,23.7,normal,weight_loss,advanced,very_active,none,1,False,4,vegetarian,home_bodyweight
31,female,155.8,51.3,21.1,normal,general_fitness,intermediate,sedentary,none,1,False,5,non_vegetarian,home_bodyweight
35,female,153.9,38.9,16.4,underweight,weight_loss,beginner,lightly_active,resistance_bands,1,False,4,non_vegetarian,home_bodyweight
38,female,143.2,46.1,22.5,normal,muscle_gain,advanced,lightly_active,"dumbbells,pull_up_bar",2,False,4,vegetarian,push_pull_legs
30,other,166.8,79.2,28.5,overweight,weight_loss,beginner,moderately_active,full_gym,1,True,3,non_vegetarian,full_body
23,female,166.9,85.9,30.8,obese,muscle_gain,intermediate,moderately_active,"dumbbells,barbell",2,False,4,non_vegetarian,upper_lower
21,male,172.8,65.7,22.0,normal,weight_loss,intermediate,very_active,"dumbbells,barbell",2,False,6,non_vegetarian,push_pull_legs
28,male,166.4,74.7,27.0,overweight,weight_loss,intermediate,very_active,full_gym,1,True,5,vegetarian,push_pull_legs
39,male,182.5,79.7,23.9,normal,muscle_gain,beginner,moderately_active,none,1,False,3,vegan,home_bodyweight
16,male,160.1,75.1,29.3,overweight,weight_loss,intermediate,lightly_active,none,1,False,5,non_vegetarian,home_bodyweight
39,male,182.7,59.9,17.9,underweight,weight_loss,advanced,lightly_active,none,1,False,4,vegetarian,home_bodyweight
21,female,160.0,49.5,19.3,normal,general_fitness,beginner,lightly_active,none,1,False,1,vegetarian,home_bodyweight
32,male,170.8,62.7,21.5,normal,muscle_gain,beginner,sedentary,none,1,False,5,non_vegetarian,home_bodyweight
21,male,170.7,60.4,20.7,normal,weight_loss,beginner,extra_active,none,1,False,6,non_vegetarian,home_bodyweight
34,female,163.5,56.9,21.3,normal,muscle_gain,beginner,lightly_active,resistance_bands,1,False,1,non_vegetarian,home_bodyweight
28,female,160.2,70.3,27.4,overweight,muscle_gain,beginner,extra_active,"dumbbells,pull_up_bar",2,False,3,non_vegetarian,full_body
32,female,160.3,69.5,27.0,overweight,maintenance,intermediate,very_active,dumbbells,1,False,7,non_vegetarian,home_bodyweight
26,male,190.2,82.5,22.8,normal,muscle_gain,beginner,moderately_active,none,1,False,2,vegetarian,home_bodyweight
42,female,173.8,59.8,19.8,normal,maintenance,beginner,moderately_active,none,1,False,1,non_vegetarian,home_bodyweight
35,female,165.7,55.7,20.3,normal,weight_loss,advanced,lightly_active,resistance_bands,1,False,4,non_vegetarian,home_bodyweight
31,male,174.0,83.5,27.6,overweight,maintenance,advanced,sedentary,full_gym,1,True,3,non_vegetarian,push_pull_legs
36,female,148.7,73.9,33.4,obese,maintenance,intermediate,very_active,full_gym,1,True,3,non_vegetarian,full_body
24,female,161.3,71.8,27.6,overweight,maintenance,intermediate,very_active,none,1,False,3,non_vegetarian,home_bodyweight
30,female,161.4,84.2,32.3,obese,weight_loss,intermediate,sedentary,full_gym,1,True,3,vegan,full_body
38,male,190.3,105.4,29.1,overweight,muscle_gain,intermediate,moderately_active,dumbbells,1,False,7,non_vegetarian,home_bodyweight
16,male,172.1,101.8,34.4,obese,weight_loss,intermediate,very_active,"dumbbells,resistance_bands",2,False,3,non_vegetarian,full_body
16,female,160.6,48.8,18.9,normal,general_fitness,beginner,lightly_active,none,1,False,5,non_vegetarian,home_bodyweight
24,male,170.9,68.1,23.3,normal,muscle_gain,beginner,lightly_active,full_gym,1,True,6,vegetarian,push_pull_legs
34,male,185.0,57.3,16.7,underweight,muscle_gain,beginner,moderately_active,dumbbells,1,False,3,non_vegetarian,push_pull_legs
34,female,164.4,67.3,24.9,normal,muscle_gain,advanced,moderately_active,full_gym,1,True,7,non_vegetarian,home_bodyweight
36,female,163.4,95.9,35.9,obese,muscle_gain,beginner,very_active,pull_up_bar,1,False,4,non_vegetarian,home_bodyweight
43,male,174.1,71.0,23.4,normal,muscle_gain,beginner,sedentary,none,1,False,3,non_vegetarian,home_bodyweight
25,female,173.3,65.9,21.9,normal,muscle_gain,intermediate,moderately_active,pull_up_bar,1,False,5,non_vegetarian,home_bodyweight
33,female,160.9,50.4,19.5,normal,weight_loss,beginner,sedentary,resistance_bands,1,False,5,vegetarian,home_bodyweight
20,female,169.2,72.4,25.3,overweight,muscle_gain,beginner,very_active,full_gym,1,True,4,non_vegetarian,upper_lower
29,male,167.3,74.4,26.6,overweight,general_fitness,beginner,lightly_active,"dumbbells,barbell",2,False,3,non_vegetarian,full_body
16,male,170.8,58.5,20.1,normal,general_fitness,intermediate,lightly_active,full_gym,1,True,2,non_vegetarian,full_body
29,male,176.9,97.5,31.2,obese,general_fitness,intermediate,moderately_active,resistance_bands,1,False,5,vegetarian,home_bodyweight
25,female,160.0,84.4,33.0,obese,weight_loss,beginner,moderately_active,none,1,False,1,non_vegetarian,home_bodyweight
38,male,165.1,46.8,17.2,underweight,weight_loss,advanced,sedentary,"dumbbells,resistance_bands",2,False,3,non_vegetarian,push_pull_legs
37,male,186.1,74.1,21.4,normal,general_fitness,advanced,very_active,full_gym,1,True,3,non_vegetarian,full_body
32,female,154.4,49.1,20.6,normal,weight_loss,beginner,moderately_active,none,1,False,3,non_vegetarian,home_bodyweight
17,male,192.7,72.2,19.4,normal,muscle_gain,beginner,moderately_active,resistance_bands,1,False,5,vegan,home_bodyweight
31,female,163.6,70.8,26.5,overweight,muscle_gain,beginner,sedentary,"dumbbells,barbell",2,False,5,non_vegetarian,push_pull_legs
16,female,162.6,52.8,20.0,normal,muscle_gain,intermediate,sedentary,none,1,False,4,non_vegetarian,home_bodyweight
21,male,169.4,49.9,17.4,underweight,weight_loss,beginner,moderately_active,none,1,False,4,vegetarian,home_bodyweight
25,male,182.9,115.6,34.6,obese,maintenance,advanced,extra_active,"dumbbells,pull_up_bar",2,False,3,non_vegetarian,push_pull_legs
30,female,168.6,68.2,24.0,normal,muscle_gain,intermediate,very_active,"dumbbells,resistance_bands",2,False,6,non_vegetarian,push_pull_legs
34,male,178.8,94.0,29.4,overweight,muscle_gain,intermediate,moderately_active,none,1,False,4,non_vegetarian,home_bodyweight
21,male,179.5,69.6,21.6,normal,muscle_gain,beginner,moderately_active,none,1,False,4,vegetarian,home_bodyweight
24,male,166.0,53.4,19.4,normal,muscle_gain,beginner,extra_active,full_gym,1,True,6,vegetarian,push_pull_legs
19,female,168.2,80.1,28.3,overweight,general_fitness,beginner,moderately_active,full_gym,1,True,5,non_vegetarian,full_body
19,male,172.1,61.3,20.7,normal,general_fitness,intermediate,sedentary,none,1,False,6,non_vegetarian,home_bodyweight
41,male,174.7,105.0,34.4,obese,general_fitness,advanced,moderately_active,full_gym,1,True,3,non_vegetarian,push_pull_legs
26,female,162.6,67.4,25.5,overweight,muscle_gain,intermediate,lightly_active,none,1,False,5,vegetarian,home_bodyweight
30,female,160.9,60.1,23.2,normal,weight_loss,beginner,sedentary,full_gym,1,True,2,vegan,full_body
37,female,162.0,50.9,19.4,normal,muscle_gain,beginner,lightly_active,full_gym,1,True,3,vegetarian,push_pull_legs
26,male,175.0,74.6,24.4,normal,maintenance,intermediate,sedentary,full_gym,1,True,4,non_vegetarian,upper_lower
16,female,153.1,55.9,23.8,normal,general_fitness,beginner,moderately_active,none,1,False,5,non_vegetarian,home_bodyweight
19,male,160.6,65.1,25.2,overweight,maintenance,beginner,very_active,dumbbells,1,False,5,non_vegetarian,upper_lower
31,male,176.8,83.7,26.8,overweight,muscle_gain,beginner,lightly_active,"dumbbells,resistance_bands",2,False,1,vegan,full_body
28,male,189.6,96.0,26.7,overweight,general_fitness,intermediate,lightly_active,full_gym,1,True,5,vegetarian,push_pull_legs
34,female,156.2,89.7,36.8,obese,muscle_gain,beginner,moderately_active,"dumbbells,resistance_bands",2,False,3,non_vegetarian,push_pull_legs
16,female,161.0,85.9,33.1,obese,muscle_gain,intermediate,moderately_active,none,1,False,4,non_vegetarian,home_bodyweight
16,female,157.5,54.2,21.8,normal,general_fitness,beginner,lightly_active,dumbbells,1,False,7,vegetarian,home_bodyweight
33,male,172.8,64.0,21.4,normal,muscle_gain,beginner,lightly_active,dumbbells,1,False,3,non_vegetarian,push_pull_legs
27,male,176.3,85.1,27.4,overweight,weight_loss,intermediate,sedentary,"dumbbells,pull_up_bar",2,False,4,vegetarian,upper_lower
16,other,174.8,94.7,31.0,obese,weight_loss,intermediate,sedentary,pull_up_bar,1,False,3,vegetarian,home_bodyweight
22,female,170.3,90.6,31.2,obese,weight_loss,beginner,extra_active,"dumbbells,pull_up_bar",2,False,5,vegetarian,full_body
29,male,168.6,63.7,22.4,normal,weight_loss,intermediate,moderately_active,none,1,False,4,vegan,home_bodyweight
16,female,166.9,54.3,19.5,normal,general_fitness,beginner,very_active,dumbbells,1,False,5,vegan,full_body
29,female,167.3,74.3,26.5,overweight,weight_loss,intermediate,sedentary,dumbbells,1,False,4,vegan,upper_lower
23,female,164.7,78.6,29.0,overweight,muscle_gain,intermediate,lightly_active,"dumbbells,barbell",2,False,5,vegetarian,push_pull_legs
36,male,173.8,80.0,26.5,overweight,general_fitness,intermediate,very_active,"dumbbells,pull_up_bar",2,False,4,vegetarian,upper_lower
18,male,162.7,53.4,20.2,normal,weight_loss,beginner,lightly_active,none,1,False,3,non_vegetarian,home_bodyweight
40,female,161.2,53.5,20.6,normal,muscle_gain,intermediate,lightly_active,"dumbbells,resistance_bands",2,False,6,vegetarian,push_pull_legs
30,female,159.1,54.7,21.6,normal,maintenance,beginner,lightly_active,resistance_bands,1,False,3,non_vegetarian,home_bodyweight
30,female,160.8,56.5,21.9,normal,weight_loss,beginner,very_active,dumbbells,1,False,5,non_vegetarian,full_body
31,male,172.3,84.0,28.3,overweight,muscle_gain,beginner,lightly_active,"dumbbells,resistance_bands",2,False,4,non_vegetarian,upper_lower
18,male,173.3,51.6,17.2,underweight,muscle_gain,intermediate,lightly_active,dumbbells,1,False,3,non_vegetarian,push_pull_legs
45,female,165.9,60.0,21.8,normal,general_fitness,beginner,lightly_active,none,1,False,3,non_vegetarian,home_bodyweight
18,female,154.7,65.1,27.2,overweight,general_fitness,intermediate,moderately_active,full_gym,1,True,1,vegan,full_body
26,male,174.7,74.0,24.2,normal,maintenance,intermediate,lightly_active,dumbbells,1,False,5,non_vegetarian,push_pull_legs
16,male,169.4,70.7,24.6,normal,weight_loss,intermediate,lightly_active,resistance_bands,1,False,4,non_vegetarian,home_bodyweight
21,female,167.6,59.6,21.2,normal,maintenance,beginner,moderately_active,full_gym,1,True,3,vegan,full_body
16,male,189.4,100.9,28.1,overweight,general_fitness,intermediate,very_active,none,1,False,4,non_vegetarian,home_bodyweight
25,male,175.1,108.7,35.5,obese,general_fitness,advanced,very_active,full_gym,1,True,7,vegetarian,home_bodyweight
23,male,172.7,76.9,25.8,overweight,weight_loss,intermediate,moderately_active,none,1,False,4,vegetarian,home_bodyweight
32,male,167.5,80.3,28.6,overweight,muscle_gain,intermediate,sedentary,full_gym,1,True,3,non_vegetarian,push_pull_legs
29,male,170.6,74.4,25.6,overweight,muscle_gain,beginner,lightly_active,pull_up_bar,1,False,3,non_vegetarian,home_bodyweight
28,female,162.1,54.1,20.6,normal,maintenance,advanced,sedentary,none,1,False,5,vegetarian,home_bodyweight
38,female,166.4,65.0,23.5,normal,muscle_gain,beginner,sedentary,full_gym,1,True,3,vegetarian,push_pull_legs
44,male,168.9,81.1,28.4,overweight,muscle_gain,intermediate,sedentary,dumbbells,1,False,4,vegan,upper_lower
